Common Name,Scientific Name,Count,State/Province,Date
Grive draine,Turdus viscivorus,1,FR-IDF,2026-04-06
Grive draine,Turdus viscivorus,1,FR-IDF,2026-04-06
Grive draine,Turdus viscivorus,1,FR-IDF,2026-04-26
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-04-18
Grive musicienne,Turdus philomelos,3,FR-IDF,2026-02-28
Grive musicienne,Turdus philomelos,2,FR-IDF,2026-02-28
Grive musicienne,Turdus philomelos,5,FR-IDF,2026-02-28
Grive musicienne,Turdus philomelos,3,FR-IDF,2026-03-21
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-01-17
Grive musicienne,Turdus philomelos,3,FR-IDF,2026-02-07
Grive musicienne,Turdus philomelos,2,FR-IDF,2026-02-08
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-02-17
Grive musicienne,Turdus philomelos,2,FR-IDF,2026-02-28
Grive musicienne,Turdus philomelos,2,FR-IDF,2026-03-07
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-03-07
Grive musicienne,Turdus philomelos,2,FR-IDF,2026-03-09
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-03-10
Grive musicienne,Turdus philomelos,3,FR-IDF,2026-03-17
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-03-21
Grive musicienne,Turdus philomelos,2,FR-IDF,2026-03-22
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-04-19
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-01-18
Grive musicienne,Turdus philomelos,8,FR-IDF,2026-02-08
Grive musicienne,Turdus philomelos,10,FR-IDF,2026-02-08
Grive musicienne,Turdus philomelos,7,FR-IDF,2026-02-21
Grive musicienne,Turdus philomelos,2,FR-IDF,2026-02-28
Grive musicienne,Turdus philomelos,2,FR-IDF,2026-03-07
Grive musicienne,Turdus philomelos,2,FR-IDF,2026-02-28
Grive musicienne,Turdus philomelos,3,FR-IDF,2026-04-18
Grive musicienne,Turdus philomelos,3,FR-IDF,2026-04-25
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-04-06
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-04-12
Grive musicienne,Turdus philomelos,3,FR-IDF,2026-04-12
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-04-12
Grive musicienne,Turdus philomelos,4,FR-IDF,2026-04-25
Grive musicienne,Turdus philomelos,4,FR-IDF,2026-04-04
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-04-06
Grive musicienne,Turdus philomelos,1,FR-IDF,2026-04-06
Grive musicienne,Turdus philomelos,3,FR-IDF,2026-04-06
Grive musicienne,Turdus philomelos,3,FR-IDF,2026-04-26
Grive mauvis,Turdus iliacus,1,FR-IDF,2026-02-28
Grive mauvis,Turdus iliacus,1,FR-IDF,2026-02-28
Grive mauvis,Turdus iliacus,2,FR-IDF,2026-02-21
Grive mauvis,Turdus iliacus,1,FR-IDF,2026-03-07
Grive mauvis,Turdus iliacus,1,FR-IDF,2026-02-28
Merle noir,Turdus merula,1,ES-CT,2025-10-12
Merle noir,Turdus merula,1,ES-CT,2025-10-13
Merle noir,Turdus merula,4,FR-BFC,2025-08-09
Merle noir,Turdus merula,3,FR-IDF,2026-04-18
Merle noir,Turdus merula,1,FR-IDF,2026-04-12
Merle noir,Turdus merula,4,FR-IDF,2026-02-28
Merle noir,Turdus merula,2,FR-IDF,2026-02-28
Merle noir,Turdus merula,6,FR-IDF,2026-02-28
Merle noir,Turdus merula,5,FR-IDF,2026-03-21
Merle noir,Turdus merula,3,FR-IDF,2026-03-17
Merle noir,Turdus merula,2,FR-IDF,2026-03-22
Merle noir,Turdus merula,4,FR-IDF,2026-04-19
Merle noir,Turdus merula,1,FR-IDF,2026-01-18
Merle noir,Turdus merula,6,FR-IDF,2026-02-08
Merle noir,Turdus merula,3,FR-IDF,2026-02-08
Merle noir,Turdus merula,7,FR-IDF,2026-02-21
Merle noir,Turdus merula,2,FR-IDF,2026-02-28
Merle noir,Turdus merula,2,FR-IDF,2026-03-21
Merle noir,Turdus merula,4,FR-IDF,2026-03-07
Merle noir,Turdus merula,1,FR-IDF,2026-04-04
Merle noir,Turdus merula,5,FR-IDF,2026-04-26
Merle noir,Turdus merula,4,FR-IDF,2026-02-28
Merle noir,Turdus merula,5,FR-IDF,2026-04-18
Merle noir,Turdus merula,5,FR-IDF,2026-04-25
Merle noir,Turdus merula,2,FR-IDF,2025-09-05
Merle noir,Turdus merula,2,FR-IDF,2026-04-04
Merle noir,Turdus merula,1,FR-IDF,2025-12-13
Merle noir,Turdus merula,2,FR-IDF,2026-04-06
Merle noir,Turdus merula,1,FR-IDF,2026-04-12
Merle noir,Turdus merula,7,FR-IDF,2026-04-12
Merle noir,Turdus merula,2,FR-IDF,2026-04-12
Merle noir,Turdus merula,3,FR-IDF,2026-04-18
Merle noir,Turdus merula,3,FR-IDF,2026-04-25
Merle noir,Turdus merula,9,FR-IDF,2026-04-04
Merle noir,Turdus merula,5,FR-IDF,2026-04-04
Merle noir,Turdus merula,3,FR-IDF,2026-04-06
Merle noir,Turdus merula,2,FR-IDF,2026-04-06
Merle noir,Turdus merula,7,FR-IDF,2026-04-06
Merle noir,Turdus merula,11,FR-IDF,2026-04-26
Rougegorge familier,Erithacus rubecula,1,FR-OCC,2025-08-02
Rougegorge familier,Erithacus rubecula,5,FR-OCC,2025-08-01
Rougegorge familier,Erithacus rubecula,2,FR-OCC,2025-07-30
Rougegorge familier,Erithacus rubecula,6,FR-OCC,2025-07-29
Rougegorge familier,Erithacus rubecula,2,FR-OCC,2025-07-31
Rougegorge familier,Erithacus rubecula,1,FR-OCC,2025-08-01
Rougegorge familier,Erithacus rubecula,2,ES-CT,2025-10-12
Rougegorge familier,Erithacus rubecula,1,ES-CT,2025-10-11
Rougegorge familier,Erithacus rubecula,2,ES-CT,2025-10-13
Rougegorge familier,Erithacus rubecula,1,FR-IDF,2026-04-26
Rougegorge familier,Erithacus rubecula,2,FR-IDF,2026-04-12
Rougegorge familier,Erithacus rubecula,10,FR-IDF,2026-02-28
Rougegorge familier,Erithacus rubecula,2,FR-IDF,2025-09-06
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2026-02-28
Rougegorge familier,Erithacus rubecula,12,FR-IDF,2026-02-28
Rougegorge familier,Erithacus rubecula,10,FR-IDF,2026-03-21
Rougegorge familier,Erithacus rubecula,3,FR-IDF,2025-08-31
Rougegorge familier,Erithacus rubecula,10,FR-IDF,2025-09-08
Rougegorge familier,Erithacus rubecula,18,FR-IDF,2025-09-14
Rougegorge familier,Erithacus rubecula,32,FR-IDF,2025-09-29
Rougegorge familier,Erithacus rubecula,15,FR-IDF,2025-11-03
Rougegorge familier,Erithacus rubecula,5,FR-IDF,2025-11-04
Rougegorge familier,Erithacus rubecula,2,FR-IDF,2025-11-18
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2025-11-24
Rougegorge familier,Erithacus rubecula,2,FR-IDF,2025-12-08
Rougegorge familier,Erithacus rubecula,10,FR-IDF,2025-12-16
Rougegorge familier,Erithacus rubecula,3,FR-IDF,2026-01-07
Rougegorge familier,Erithacus rubecula,2,FR-IDF,2026-01-13
Rougegorge familier,Erithacus rubecula,20,FR-IDF,2026-01-17
Rougegorge familier,Erithacus rubecula,2,FR-IDF,2026-01-18
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2026-01-18
Rougegorge familier,Erithacus rubecula,8,FR-IDF,2026-01-19
Rougegorge familier,Erithacus rubecula,1,FR-IDF,2026-01-25
Rougegorge familier,Erithacus rubecula,10,FR-IDF,2026-01-30
Rougegorge familier,Erithacus rubecula,12,FR-IDF,2026-01-31
Rougegorge familier,Erithacus rubecula,8,FR-IDF,2026-02-02
Rougegorge familier,Erithacus rubecula,15,FR-IDF,2026-02-07
Rougegorge familier,Erithacus rubecula,10,FR-IDF,2026-02-08
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2026-02-17
Rougegorge familier,Erithacus rubecula,10,FR-IDF,2026-02-21
Rougegorge familier,Erithacus rubecula,8,FR-IDF,2026-02-28
Rougegorge familier,Erithacus rubecula,12,FR-IDF,2026-03-07
Rougegorge familier,Erithacus rubecula,3,FR-IDF,2026-03-07
Rougegorge familier,Erithacus rubecula,12,FR-IDF,2026-03-09
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2026-03-10
Rougegorge familier,Erithacus rubecula,13,FR-IDF,2026-03-17
Rougegorge familier,Erithacus rubecula,2,FR-IDF,2026-03-21
Rougegorge familier,Erithacus rubecula,13,FR-IDF,2026-03-22
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2026-04-19
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2026-01-18
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2026-01-18
Rougegorge familier,Erithacus rubecula,12,FR-IDF,2026-02-08
Rougegorge familier,Erithacus rubecula,5,FR-IDF,2026-02-08
Rougegorge familier,Erithacus rubecula,10,FR-IDF,2026-02-21
Rougegorge familier,Erithacus rubecula,1,FR-IDF,2026-02-28
Rougegorge familier,Erithacus rubecula,8,FR-IDF,2026-02-28
Rougegorge familier,Erithacus rubecula,2,FR-IDF,2025-08-23
Rougegorge familier,Erithacus rubecula,2,FR-IDF,2025-08-30
Rougegorge familier,Erithacus rubecula,4,FR-IDF,2026-03-21
Rougegorge familier,Erithacus rubecula,1,FR-IDF,2025-08-16
Rougegorge familier,Erithacus rubecula,1,FR-IDF,2025-08-24
Rougegorge familier,Erithacus rubecula,10,FR-IDF,2026-03-07
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2026-04-06
Rougegorge familier,Erithacus rubecula,13,FR-IDF,2026-04-26
Rougegorge familier,Erithacus rubecula,8,FR-IDF,2026-02-28
Rougegorge familier,Erithacus rubecula,5,FR-IDF,2026-04-18
Rougegorge familier,Erithacus rubecula,5,FR-IDF,2026-04-25
Rougegorge familier,Erithacus rubecula,1,FR-IDF,2025-09-02
Rougegorge familier,Erithacus rubecula,3,FR-IDF,2025-09-28
Rougegorge familier,Erithacus rubecula,1,FR-IDF,2025-08-16
Rougegorge familier,Erithacus rubecula,8,FR-IDF,2026-04-04
Rougegorge familier,Erithacus rubecula,4,FR-IDF,2025-08-31
Rougegorge familier,Erithacus rubecula,5,FR-IDF,2025-10-06
Rougegorge familier,Erithacus rubecula,5,FR-IDF,2025-11-11
Rougegorge familier,Erithacus rubecula,1,FR-IDF,2025-11-30
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2025-12-13
Rougegorge familier,Erithacus rubecula,2,FR-IDF,2026-03-02
Rougegorge familier,Erithacus rubecula,4,FR-IDF,2026-04-06
Rougegorge familier,Erithacus rubecula,1,FR-IDF,2026-04-12
Rougegorge familier,Erithacus rubecula,3,FR-IDF,2026-04-12
Rougegorge familier,Erithacus rubecula,4,FR-IDF,2026-04-12
Rougegorge familier,Erithacus rubecula,5,FR-IDF,2026-04-18
Rougegorge familier,Erithacus rubecula,12,FR-IDF,2026-04-25
Rougegorge familier,Erithacus rubecula,15,FR-IDF,2026-04-04
Rougegorge familier,Erithacus rubecula,6,FR-IDF,2026-04-04
Rougegorge familier,Erithacus rubecula,8,FR-IDF,2026-04-06
Rougegorge familier,Erithacus rubecula,4,FR-IDF,2026-04-06
Rougegorge familier,Erithacus rubecula,9,FR-IDF,2026-04-06
Rougegorge familier,Erithacus rubecula,15,FR-IDF,2026-04-26
Gobemouche noir,Ficedula hypoleuca,1,FR-IDF,2026-04-18
Rougequeue à front blanc,Phoenicurus phoenicurus,1,FR-OCC,2025-07-30
Rougequeue à front blanc,Phoenicurus phoenicurus,1,FR-OCC,2025-08-01
Rougequeue à front blanc,Phoenicurus phoenicurus,1,FR-OCC,2025-07-30
Rougequeue à front blanc,Phoenicurus phoenicurus,3,FR-OCC,2025-07-29
Rougequeue à front blanc,Phoenicurus phoenicurus,1,FR-OCC,2025-07-31
Rougequeue à front blanc,Phoenicurus phoenicurus,1,FR-OCC,2025-08-01
Rougequeue à front blanc,Phoenicurus phoenicurus,1,FR-IDF,2026-04-12
Rougequeue à front blanc,Phoenicurus phoenicurus,1,FR-IDF,2026-04-12
Rougequeue à front blanc,Phoenicurus phoenicurus,1,FR-IDF,2026-04-04
Rougequeue noir,Phoenicurus ochruros,X,FR-OCC,2025-07-25
Rougequeue noir,Phoenicurus ochruros,2,FR-OCC,2025-07-26
Rougequeue noir,Phoenicurus ochruros,3,FR-OCC,2025-08-02
Rougequeue noir,Phoenicurus ochruros,4,FR-OCC,2025-07-29
Rougequeue noir,Phoenicurus ochruros,1,FR-OCC,2025-07-30
Rougequeue noir,Phoenicurus ochruros,X,FR-OCC,2025-07-28
Rougequeue noir,Phoenicurus ochruros,1,ES-CT,2025-10-12
Rougequeue noir,Phoenicurus ochruros,1,ES-CT,2025-10-11
Rougequeue noir,Phoenicurus ochruros,2,FR-IDF,2026-03-21
Rougequeue noir,Phoenicurus ochruros,3,FR-IDF,2026-04-04
Accenteur mouchet,Prunella modularis,1,FR-IDF,2026-04-12
Accenteur mouchet,Prunella modularis,1,FR-IDF,2026-03-21
Accenteur mouchet,Prunella modularis,1,FR-IDF,2026-02-02
Accenteur mouchet,Prunella modularis,1,FR-IDF,2026-04-12
Accenteur mouchet,Prunella modularis,2,FR-IDF,2026-04-25
Accenteur mouchet,Prunella modularis,1,FR-IDF,2026-04-26
Moineau domestique,Passer domesticus,X,FR-OCC,2025-07-25
Moineau domestique,Passer domesticus,4,FR-OCC,2025-07-30
Moineau domestique,Passer domesticus,2,FR-OCC,2025-07-29
Moineau domestique,Passer domesticus,12,FR-BFC,2025-08-09
Moineau domestique,Passer domesticus,X,FR-OCC,2025-07-24
Moineau domestique,Passer domesticus,1,FR-BFC,2025-08-09
Moineau domestique,Passer domesticus,3,FR-BFC,2025-08-11
Moineau domestique,Passer domesticus,10,FR-BFC,2025-08-09
Moineau domestique,Passer domesticus,X,FR-OCC,2025-07-25
Moineau domestique,Passer domesticus,X,FR-OCC,2025-07-25
Moineau domestique,Passer domesticus,1,FR-IDF,2026-03-21
Moineau domestique,Passer domesticus,1,FR-IDF,2026-03-10
Moineau domestique,Passer domesticus,2,FR-IDF,2026-01-18
Moineau domestique,Passer domesticus,4,FR-IDF,2026-02-08
Moineau domestique,Passer domesticus,2,FR-IDF,2026-02-21
Moineau domestique,Passer domesticus,2,FR-IDF,2026-04-06
Moineau friquet,Passer montanus,1,FR-OCC,2025-08-02
Moineau friquet,Passer montanus,X,JP-13,2026-05-16
Moineau friquet,Passer montanus,5,ES-CT,2025-10-12
Moineau friquet,Passer montanus,2,ES-CT,2025-10-13
Moineau friquet,Passer montanus,X,JP-29,2026-05-23
Moineau friquet,Passer montanus,X,JP-13,2026-05-15
Moineau friquet,Passer montanus,X,JP-13,2026-05-14
Bergeronnette des ruisseaux,Motacilla cinerea,2,ES-CT,2025-10-12
Bergeronnette des ruisseaux,Motacilla cinerea,1,FR-IDF,2026-02-28
Bergeronnette des ruisseaux,Motacilla cinerea,1,FR-IDF,2026-03-21
Bergeronnette des ruisseaux,Motacilla cinerea,1,FR-IDF,2026-02-02
Bergeronnette des ruisseaux,Motacilla cinerea,1,FR-IDF,2026-03-22
Bergeronnette des ruisseaux,Motacilla cinerea,1,FR-IDF,2026-03-07
Bergeronnette des ruisseaux,Motacilla cinerea,1,FR-IDF,2026-02-28
Bergeronnette printanière,Motacilla flava,1,ES-CT,2025-10-12
Bergeronnette grise,Motacilla alba,X,FR-OCC,2025-07-27
Bergeronnette grise,Motacilla alba,2,ES-CT,2025-10-12
Bergeronnette grise,Motacilla alba,5,ES-CT,2025-10-12
Bergeronnette grise,Motacilla alba,1,ES-CT,2025-10-11
Bergeronnette grise,Motacilla alba,3,ES-CT,2025-10-11
Bergeronnette grise,Motacilla alba,1,FR-IDF,2026-02-28
Bergeronnette grise,Motacilla alba,1,FR-IDF,2026-03-21
Bergeronnette grise,Motacilla alba,1,FR-IDF,2026-02-08
Pipit des arbres,Anthus trivialis,1,FR-OCC,2025-08-02
Pipit spioncelle,Anthus spinoletta,3,FR-OCC,2025-08-02
Pinson des arbres,Fringilla coelebs,2,FR-OCC,2025-07-29
Pinson des arbres,Fringilla coelebs,3,FR-IDF,2025-11-13
Pinson des arbres,Fringilla coelebs,1,FR-BFC,2025-08-11
Pinson des arbres,Fringilla coelebs,3,FR-IDF,2026-04-18
Pinson des arbres,Fringilla coelebs,4,FR-IDF,2026-02-28
Pinson des arbres,Fringilla coelebs,1,FR-IDF,2026-02-28
Pinson des arbres,Fringilla coelebs,3,FR-IDF,2026-02-28
Pinson des arbres,Fringilla coelebs,6,FR-IDF,2026-03-21
Pinson des arbres,Fringilla coelebs,1,FR-IDF,2025-12-05
Pinson des arbres,Fringilla coelebs,1,FR-IDF,2025-12-16
Pinson des arbres,Fringilla coelebs,2,FR-IDF,2026-02-28
Pinson des arbres,Fringilla coelebs,3,FR-IDF,2026-03-07
Pinson des arbres,Fringilla coelebs,1,FR-IDF,2026-03-09
Pinson des arbres,Fringilla coelebs,1,FR-IDF,2026-03-21
Pinson des arbres,Fringilla coelebs,2,FR-IDF,2026-04-19
Pinson des arbres,Fringilla coelebs,1,FR-IDF,2026-04-21
Pinson des arbres,Fringilla coelebs,2,FR-IDF,2026-01-18
Pinson des arbres,Fringilla coelebs,4,FR-IDF,2026-01-18
Pinson des arbres,Fringilla coelebs,5,FR-IDF,2026-02-08
Pinson des arbres,Fringilla coelebs,4,FR-IDF,2026-02-08
Pinson des arbres,Fringilla coelebs,2,FR-IDF,2026-02-21
Pinson des arbres,Fringilla coelebs,3,FR-IDF,2026-02-28
Pinson des arbres,Fringilla coelebs,4,FR-IDF,2026-03-21
Pinson des arbres,Fringilla coelebs,9,FR-IDF,2026-03-07
Pinson des arbres,Fringilla coelebs,4,FR-IDF,2026-04-04
Pinson des arbres,Fringilla coelebs,2,FR-IDF,2026-04-04
Pinson des arbres,Fringilla coelebs,6,FR-IDF,2026-04-26
Pinson des arbres,Fringilla coelebs,4,FR-IDF,2026-01-04
Pinson des arbres,Fringilla coelebs,6,FR-IDF,2026-02-28
Pinson des arbres,Fringilla coelebs,6,FR-IDF,2026-04-18
Pinson des arbres,Fringilla coelebs,3,FR-IDF,2026-04-25
Pinson des arbres,Fringilla coelebs,5,FR-IDF,2026-04-04
Pinson des arbres,Fringilla coelebs,1,FR-IDF,2025-12-13
Pinson des arbres,Fringilla coelebs,2,FR-IDF,2026-04-06
Pinson des arbres,Fringilla coelebs,2,FR-IDF,2026-04-12
Pinson des arbres,Fringilla coelebs,6,FR-IDF,2026-04-12
Pinson des arbres,Fringilla coelebs,2,FR-IDF,2026-04-12
Pinson des arbres,Fringilla coelebs,2,FR-IDF,2026-04-18
Pinson des arbres,Fringilla coelebs,4,FR-IDF,2026-04-25
Pinson des arbres,Fringilla coelebs,4,FR-IDF,2026-04-04
Pinson des arbres,Fringilla coelebs,10,FR-IDF,2026-04-04
Pinson des arbres,Fringilla coelebs,4,FR-IDF,2026-04-04
Pinson des arbres,Fringilla coelebs,4,FR-IDF,2026-04-06
Pinson des arbres,Fringilla coelebs,2,FR-IDF,2026-04-06
Pinson des arbres,Fringilla coelebs,6,FR-IDF,2026-04-06
Pinson des arbres,Fringilla coelebs,7,FR-IDF,2026-04-26
Grosbec casse-noyaux,Coccothraustes coccothraustes,2,FR-IDF,2026-03-21
Grosbec casse-noyaux,Coccothraustes coccothraustes,1,FR-IDF,2026-02-07
Grosbec casse-noyaux,Coccothraustes coccothraustes,2,FR-IDF,2026-01-18
Grosbec casse-noyaux,Coccothraustes coccothraustes,1,FR-IDF,2026-01-18
Grosbec casse-noyaux,Coccothraustes coccothraustes,1,FR-IDF,2026-03-07
Grosbec casse-noyaux,Coccothraustes coccothraustes,1,FR-IDF,2025-12-13
Bouvreuil pivoine,Pyrrhula pyrrhula,1,FR-OCC,2025-07-31
Verdier d'Europe,Chloris chloris,1,ES-CT,2025-10-11
Verdier d'Europe,Chloris chloris,1,FR-IDF,2026-03-21
Verdier d'Europe,Chloris chloris,1,FR-IDF,2026-02-08
Verdier d'Europe,Chloris chloris,2,FR-IDF,2026-04-12
Verdier d'Europe,Chloris chloris,1,FR-IDF,2026-04-04
Linotte mélodieuse,Linaria cannabina,1,FR-IDF,2026-04-12
Chardonneret élégant,Carduelis carduelis,X,FR-OCC,2025-07-25
Chardonneret élégant,Carduelis carduelis,X,FR-OCC,2025-07-25
Chardonneret élégant,Carduelis carduelis,1,FR-BFC,2025-08-09
Chardonneret élégant,Carduelis carduelis,1,FR-IDF,2026-02-08
Chardonneret élégant,Carduelis carduelis,1,FR-IDF,2026-03-09
Chardonneret élégant,Carduelis carduelis,2,FR-IDF,2026-03-22
Chardonneret élégant,Carduelis carduelis,1,FR-IDF,2026-02-21
Chardonneret élégant,Carduelis carduelis,1,FR-IDF,2025-08-24
Chardonneret élégant,Carduelis carduelis,2,FR-IDF,2026-02-28
Chardonneret élégant,Carduelis carduelis,1,FR-IDF,2026-04-25
Chardonneret élégant,Carduelis carduelis,2,FR-IDF,2026-04-06
Tarin des aulnes,Spinus spinus,1,FR-IDF,2026-03-22
Tarin des aulnes,Spinus spinus,2,FR-IDF,2026-02-08
Bruant jaune,Emberiza citrinella,1,FR-OCC,2025-07-26
